"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover ₹  ","No. of Trades  "
"RELIANCE","EQ","02-Nov-2022","2,529.85","2,532.30","2,550.20","2,515.00","2,542.55","2,545.65","2,535.59","41,45,144","10,51,03,78,542.40","2,02,520"
"RELIANCE","EQ","01-Nov-2022","2,549.60","2,600.00","2,600.00","2,508.00","2,531.70","2,529.85","2,543.76","64,43,999","16,39,19,94,975.90","2,43,797"
"RELIANCE","EQ","31-Oct-2022","2,526.15","2,541.00","2,560.95","2,532.20","2,545.80","2,549.60","2,548.29","57,31,802","14,60,63,11,320.10","2,07,585"
"RELIANCE","EQ","28-Oct-2022","2,451.15","2,465.00","2,535.00","2,459.45","2,527.00","2,526.15","2,508.14","81,26,824","20,38,32,47,305.20","3,13,227"
"RELIANCE","EQ","27-Oct-2022","2,441.55","2,458.00","2,468.45","2,432.80","2,459.20","2,451.15","2,448.82","57,74,775","14,14,13,65,856.20","1,97,403"
"RELIANCE","EQ","25-Oct-2022","2,479.85","2,499.00","2,499.00","2,438.00","2,441.80","2,441.55","2,465.38","56,45,639","13,91,86,29,427.80","1,99,350"
"RELIANCE","EQ","24-Oct-2022","2,471.60","2,460.00","2,502.50","2,455.30","2,480.80","2,479.85","2,481.80","15,55,270","3,85,98,66,818.15","68,811"
"RELIANCE","EQ","21-Oct-2022","2,500.60","2,507.70","2,516.80","2,467.00","2,470.00","2,471.60","2,491.53","38,04,352","9,47,86,48,257.95","1,64,406"
"RELIANCE","EQ","20-Oct-2022","2,493.90","2,485.00","2,519.00","2,485.00","2,496.05","2,500.60","2,502.71","40,22,919","10,06,81,97,552.85","1,52,697"
"RELIANCE","EQ","19-Oct-2022","2,451.25","2,454.50","2,527.85","2,441.70","2,496.00","2,493.90","2,499.51","88,82,553","22,20,20,63,579.30","2,60,623"
"RELIANCE","EQ","18-Oct-2022","2,408.75","2,422.00","2,463.00","2,420.15","2,453.35","2,451.25","2,450.34","57,29,899","14,04,02,01,497.40","1,93,197"
"RELIANCE","BL","17-Oct-2022","2,377.75","2,370.70","2,370.70","2,370.70","2,370.70","2,370.70","2,370.70","39,36,069","9,33,12,38,778.30","1"
"RELIANCE","EQ","17-Oct-2022","2,370.70","2,355.00","2,414.00","2,343.60","2,406.60","2,408.75","2,376.10","77,20,595","18,34,49,14,890.00","1,85,379"
"RELIANCE","EQ","14-Oct-2022","2,382.80","2,415.00","2,416.35","2,369.10","2,371.75","2,370.70","2,392.60","42,02,459","10,05,48,22,904.25","1,78,804"
"RELIANCE","EQ","13-Oct-2022","2,375.25","2,371.40","2,394.00","2,360.10","2,381.00","2,382.80","2,379.51","33,82,098","8,04,77,37,069.20","1,63,282"
"RELIANCE","EQ","12-Oct-2022","2,357.90","2,352.00","2,381.70","2,343.10","2,377.00","2,375.25","2,368.06","34,22,992","8,10,58,61,297.40","1,58,484"
"RELIANCE","EQ","11-Oct-2022","2,405.80","2,414.00","2,414.00","2,351.10","2,353.55","2,357.90","2,377.84","42,52,803","10,11,24,92,555.10","1,97,213"
"RELIANCE","EQ","10-Oct-2022","2,432.35","2,405.00","2,417.60","2,388.00","2,407.00","2,405.80","2,403.20","29,21,076","7,01,99,27,774.65","1,36,725"
"RELIANCE","EQ","07-Oct-2022","2,422.10","2,414.65","2,443.90","2,414.65","2,431.95","2,432.35","2,431.89","35,60,167","8,65,79,40,132.20","1,19,485"
"RELIANCE","EQ","06-Oct-2022","2,413.20","2,429.00","2,450.00","2,418.15","2,422.50","2,422.10","2,433.70","61,62,021","14,99,64,87,081.50","2,12,103"
"RELIANCE","EQ","04-Oct-2022","2,369.50","2,397.80","2,418.00","2,390.15","2,412.90","2,413.20","2,406.73","41,29,893","9,93,95,56,462.20","1,52,496"
"RELIANCE","EQ","03-Oct-2022","2,377.75","2,391.50","2,416.95","2,363.00","2,367.05","2,369.50","2,382.06","54,70,030","13,02,99,23,334.80","2,30,794"
"RELIANCE","BL","03-Oct-2022","2,534.00","2,377.75","2,377.75","2,377.75","2,377.75","2,377.75","2,377.75","38,51,162","9,15,71,00,445.50","1"
"RELIANCE","EQ","30-Sep-2022","2,325.30","2,311.00","2,402.00","2,311.00","2,376.15","2,377.75","2,371.60","85,89,908","20,37,18,10,194.00","2,64,760"
"RELIANCE","EQ","29-Sep-2022","2,332.45","2,360.00","2,367.50","2,313.00","2,328.00","2,325.30","2,334.53","67,71,046","15,80,72,34,115.85","2,88,225"
"RELIANCE","EQ","28-Sep-2022","2,396.25","2,360.35","2,378.00","2,327.10","2,330.50","2,332.45","2,353.58","78,44,140","18,46,17,91,856.30","3,87,724"
"RELIANCE","EQ","27-Sep-2022","2,377.35","2,394.00","2,426.00","2,360.10","2,394.00","2,396.25","2,390.70","74,55,448","17,82,37,38,488.00","2,95,538"
"RELIANCE","EQ","26-Sep-2022","2,439.50","2,394.05","2,417.80","2,375.15","2,378.15","2,377.35","2,392.03","57,59,298","13,77,64,01,753.70","3,34,638"
